feature,agop_diagonal,abs_agop_diagonal
origurl__heartland_plains,0.00011515702,0.00011515702
origurl__plains,0.00011515702,0.00011515702
ancurl__contact,0.000110150526,0.000110150526
ancurl__members_aol_com,0.0001089812,0.0001089812
ancurl__aol_com,0.0001089812,0.0001089812
ancurl__default,0.00010458512,0.00010458512
url__search,0.0001034636,0.0001034636
alt__on_the,0.000102304104,0.000102304104
url__link,9.803043e-05,9.803043e-05
url__logos,9.720894e-05,9.720894e-05
url__logo,9.613507e-05,9.613507e-05
url__icon,9.590535e-05,9.590535e-05
origurl__josefina3,9.509292e-05,9.509292e-05
ancurl__josefina3,9.509292e-05,9.509292e-05
origurl__horn,9.509292e-05,9.509292e-05
origurl__horn_html,9.509292e-05,9.509292e-05
origurl__josefina3_horn,9.509292e-05,9.509292e-05
url__josefina3,9.509292e-05,9.509292e-05
url__gc,9.0522095e-05,9.0522095e-05
url__gc_icon,9.0522095e-05,9.0522095e-05
url__icon_gif,8.959374e-05,8.959374e-05
ancurl__pk,8.51957e-05,8.51957e-05
ancurl__relocate_ad,8.51957e-05,8.51957e-05
url__banner_gif,8.516369e-05,8.516369e-05
url__falcon_sonic_net,8.38509e-05,8.38509e-05
origurl__charlie,8.38509e-05,8.38509e-05
origurl__kbell_charlie,8.38509e-05,8.38509e-05
url__kbell,8.38509e-05,8.38509e-05
origurl__charlie_html,8.38509e-05,8.38509e-05
url__charlie,8.38509e-05,8.38509e-05
origurl__falcon_sonic_net,8.38509e-05,8.38509e-05
origurl__kbell,8.38509e-05,8.38509e-05
url__sonic_net,8.38509e-05,8.38509e-05
origurl__sonic_net,8.38509e-05,8.38509e-05
url__kbell_charlie,8.38509e-05,8.38509e-05
origurl__charlie_charlie,8.38509e-05,8.38509e-05
origurl__chopin_htm,8.384587e-05,8.384587e-05
origurl__chopin,8.384587e-05,8.384587e-05
origurl__2647_chopin,8.384587e-05,8.384587e-05
origurl__foxy_net,8.2673585e-05,8.2673585e-05
origurl__zoe,8.2673585e-05,8.2673585e-05
origurl__zoe_html,8.2673585e-05,8.2673585e-05
url__foxy_net,8.2672355e-05,8.2672355e-05
origurl__psu_edu,8.239495e-05,8.239495e-05
url__psu_edu,8.239495e-05,8.239495e-05
ancurl__uk,8.049336e-05,8.049336e-05
url__icons,7.982758e-05,7.982758e-05
url__area51,7.97645e-05,7.97645e-05
ancurl__area51,7.9761245e-05,7.9761245e-05
url__image_navigate,7.946921e-05,7.946921e-05
url__navigate,7.946921e-05,7.946921e-05
ancurl__www_wednet_com,7.946921e-05,7.946921e-05
ancurl__wednet_com,7.946921e-05,7.946921e-05
url__navigate_b,7.946921e-05,7.946921e-05
origurl__kitty,7.835076e-05,7.835076e-05
alt__internet,7.789482e-05,7.789482e-05
ancurl__www_sanjosesabercats_com,7.722872e-05,7.722872e-05
ancurl__sanjosesabercats_com,7.722872e-05,7.722872e-05
url__alley_6750,7.722676e-05,7.722676e-05
url__alley,7.7211385e-05,7.7211385e-05
url__sunsetstrip_alley,7.7211385e-05,7.7211385e-05
url__sunsetstrip,7.719111e-05,7.719111e-05
origurl__paws,7.6808414e-05,7.6808414e-05
origurl__pad_htm,7.6808414e-05,7.6808414e-05
origurl__6750_paws,7.6808414e-05,7.6808414e-05
origurl__alley_6750,7.6808414e-05,7.6808414e-05
origurl__pad,7.6808414e-05,7.6808414e-05
origurl__paws_pad,7.6808414e-05,7.6808414e-05
origurl__alley,7.678153e-05,7.678153e-05
origurl__sunsetstrip,7.678153e-05,7.678153e-05
origurl__sunsetstrip_alley,7.678153e-05,7.678153e-05
url__logo_gif,7.5974705e-05,7.5974705e-05
ancurl__mem,7.192527e-05,7.192527e-05
ancurl__t_s,7.192527e-05,7.192527e-05
ancurl__bin_cgiadman,7.192527e-05,7.192527e-05
origurl__switchboard_com,7.192527e-05,7.192527e-05
origurl__bin_cgidir,7.192527e-05,7.192527e-05
origurl__cgidir,7.192527e-05,7.192527e-05
ancurl__dll_type,7.192527e-05,7.192527e-05
ancurl__desc_4,7.192527e-05,7.192527e-05
ancurl__mem_1,7.192527e-05,7.192527e-05
ancurl__s_b,7.192527e-05,7.192527e-05
ancurl__desc,7.192527e-05,7.192527e-05
ancurl__cgiadman,7.192527e-05,7.192527e-05
ancurl__cgiadman_dll,7.192527e-05,7.192527e-05
url__switchboard_com,7.192527e-05,7.192527e-05
origurl__dll,7.192527e-05,7.192527e-05
ancurl__switchboard_com,7.192527e-05,7.192527e-05
ancurl__4_mem,7.192527e-05,7.192527e-05
url__ads_switchboard_com,7.192527e-05,7.192527e-05
origurl__cgidir_dll,7.192527e-05,7.192527e-05
ancurl__1_cid,7.192527e-05,7.192527e-05
ancurl__afn_org,7.111731e-05,7.111731e-05
ancurl__www_afn_org,7.111731e-05,7.111731e-05
ancurl__search,7.087057e-05,7.087057e-05
url__images_ads,7.073513e-05,7.073513e-05
alt__page,6.957704e-05,6.957704e-05
origurl__cats_htm,6.567386e-05,6.567386e-05
origurl__stinky,6.5672495e-05,6.5672495e-05
origurl__psnw_com,6.5672495e-05,6.5672495e-05
url__stinky,6.5672495e-05,6.5672495e-05
url__gra,6.5672495e-05,6.5672495e-05
url__www_psnw_com,6.5672495e-05,6.5672495e-05
origurl__stinky_cats,6.5672495e-05,6.5672495e-05
url__psnw_com,6.5672495e-05,6.5672495e-05
origurl__www_psnw_com,6.5672495e-05,6.5672495e-05
url__stinky_gra,6.5672495e-05,6.5672495e-05
origurl__meadows_9196,6.40997e-05,6.40997e-05
origurl__coltrane,6.390617e-05,6.390617e-05
origurl__coltrane_htm,6.390617e-05,6.390617e-05
origurl__2647_coltrane,6.390617e-05,6.390617e-05
url__mandypaul,6.352749e-05,6.352749e-05
origurl__main_htm,6.351801e-05,6.351801e-05
origurl__mandypaul_main,6.351801e-05,6.351801e-05
origurl__mandypaul,6.351801e-05,6.351801e-05
caption__home,5.912805e-05,5.912805e-05
url__home_gif,5.4996344e-05,5.4996344e-05
alt__kitty,5.412859e-05,5.412859e-05
ancurl__http_ad,4.778097e-05,4.778097e-05
ancurl__ad_preferences,4.778097e-05,4.778097e-05
ancurl__excite_468x60,4.778097e-05,4.778097e-05
alt__up,4.6531717e-05,4.6531717e-05
alt__to,4.645619e-05,4.645619e-05
url__ie,4.4733668e-05,4.4733668e-05
url__pictures_gc,4.4037934e-05,4.4037934e-05
url__pictures,4.3854117e-05,4.3854117e-05
ancurl__image,4.3113596e-05,4.3113596e-05
url__about,4.2493175e-05,4.2493175e-05
alt__wacky,4.222503e-05,4.222503e-05
ancurl__st,4.2149743e-05,4.2149743e-05
url__set,4.130928e-05,4.130928e-05
origurl__dept,3.8326743e-05,3.8326743e-05
url__dept,3.8326743e-05,3.8326743e-05
ancurl__sjsu_edu,3.802534e-05,3.802534e-05
ancurl__www_yahoo,3.7673697e-05,3.7673697e-05
alt__internet_explorer,3.7066722e-05,3.7066722e-05
alt__explorer,3.7066722e-05,3.7066722e-05
alt__get,3.5961773e-05,3.5961773e-05
ancurl__esi,3.595935e-05,3.595935e-05
ancurl__express_scripts_com,3.595935e-05,3.595935e-05
ancurl__www_express_scripts_com,3.595935e-05,3.595935e-05
origurl__www_wco_com,3.5869485e-05,3.5869485e-05
origurl__punkie_htm,3.5869485e-05,3.5869485e-05
origurl__bds,3.5869485e-05,3.5869485e-05
url__wco_com,3.5869485e-05,3.5869485e-05
origurl__punkie,3.5869485e-05,3.5869485e-05
origurl__bds_punkie,3.5869485e-05,3.5869485e-05
url__www_wco_com,3.5869485e-05,3.5869485e-05
url__bds,3.5869485e-05,3.5869485e-05
origurl__wco_com,3.5869485e-05,3.5869485e-05
origurl__kerouac_htm,3.549292e-05,3.549292e-05
origurl__kerouac,3.549292e-05,3.549292e-05
origurl__2647_kerouac,3.549292e-05,3.549292e-05
caption__bytes,3.5232097e-05,3.5232097e-05
ancurl__bds,3.5220328e-05,3.5220328e-05
ancurl__wco_com,3.5220328e-05,3.5220328e-05
ancurl__www_wco_com,3.5220328e-05,3.5220328e-05
ancurl__ref,3.355315e-05,3.355315e-05
url__images_home,3.262423e-05,3.262423e-05
origurl__paper_1998,3.1107236e-05,3.1107236e-05
origurl__paper,3.1107236e-05,3.1107236e-05
origurl__times_paper,3.1107236e-05,3.1107236e-05
ancurl__home_html,3.0292893e-05,3.0292893e-05
origurl__www_thriveonline_com,2.9697285e-05,2.9697285e-05
origurl__thriveonline_com,2.9697285e-05,2.9697285e-05
origurl__and,2.9489494e-05,2.9489494e-05
alt__online,2.9234387e-05,2.9234387e-05
ancurl__amp,2.743157e-05,2.743157e-05
ancurl__629_redirect,2.5596479e-05,2.5596479e-05
origurl__corridor_4590,2.554998e-05,2.554998e-05
ancurl__co_uk,2.3478116e-05,2.3478116e-05
ancurl__ad_bin,2.3398048e-05,2.3398048e-05
ancurl__www_cob_sjsu_edu,2.3384971e-05,2.3384971e-05
origurl__web_ukonline_co_uk,2.300338e-05,2.300338e-05
origurl__contents_html,2.300338e-05,2.300338e-05
origurl__ukonline_co_uk,2.300338e-05,2.300338e-05
origurl__members_keith,2.300338e-05,2.300338e-05
origurl__keith,2.300338e-05,2.300338e-05
origurl__dumble_contents,2.300338e-05,2.300338e-05
origurl__dumble,2.300338e-05,2.300338e-05
url__dumble,2.300338e-05,2.300338e-05
url__members,2.300338e-05,2.300338e-05
url__web_ukonline_co_uk,2.300338e-05,2.300338e-05
origurl__contents,2.300338e-05,2.300338e-05
url__keith_dumble,2.300338e-05,2.300338e-05
origurl__keith_dumble,2.300338e-05,2.300338e-05
origurl__members,2.300338e-05,2.300338e-05
url__keith,2.300338e-05,2.300338e-05
url__ukonline_co_uk,2.300338e-05,2.300338e-05
url__members_keith,2.300338e-05,2.300338e-05
ancurl__index_htm,2.2338574e-05,2.2338574e-05
ancurl__bin_click,2.1621663e-05,2.1621663e-05
ancurl__www_ems_psu_edu,1.9882265e-05,1.9882265e-05
url__www_ems_psu_edu,1.9882265e-05,1.9882265e-05
url__hydrogeologist,1.9882265e-05,1.9882265e-05
url__imgs,1.9882265e-05,1.9882265e-05
url__hydrogeologist_imgs,1.9882265e-05,1.9882265e-05
origurl__hydrogeologist,1.9882265e-05,1.9882265e-05
ancurl__psu_edu,1.9882265e-05,1.9882265e-05
origurl__www_ems_psu_edu,1.9882265e-05,1.9882265e-05
ancurl__hydrogeologist,1.9882265e-05,1.9882265e-05
origurl__www_globec_com_au,1.9502222e-05,1.9502222e-05
origurl__globec_com_au,1.9502222e-05,1.9502222e-05
url__globec_com_au,1.9502222e-05,1.9502222e-05
origurl__tkaine,1.9502222e-05,1.9502222e-05
url__tkaine,1.9502222e-05,1.9502222e-05
url__www_globec_com_au,1.9502222e-05,1.9502222e-05
origurl__sox,1.8868484e-05,1.8868484e-05
origurl__tkaine_sox,1.8868484e-05,1.8868484e-05
origurl__sox_htm,1.8868484e-05,1.8868484e-05
url__advertising_graphics,1.8290186e-05,1.8290186e-05
ancurl__exe_cid,1.8290186e-05,1.8290186e-05
ancurl__nph_adclick,1.8290186e-05,1.8290186e-05
url__lycos_de,1.8290186e-05,1.8290186e-05
ancurl__www_globec_com_au,1.8214645e-05,1.8214645e-05
ancurl__globec_com_au,1.8214645e-05,1.8214645e-05
ancurl__tkaine,1.8214645e-05,1.8214645e-05
alt__visit_our,1.7771768e-05,1.7771768e-05
origurl__heartland_hills,1.7664006e-05,1.7664006e-05
origurl__hills,1.7664006e-05,1.7664006e-05
ancurl__homepage,1.7583214e-05,1.7583214e-05
url__www_uk_lycos_de,1.708407e-05,1.708407e-05
ancurl__a_uk,1.708407e-05,1.708407e-05
ancurl__uk_sv,1.708407e-05,1.708407e-05
ancurl__st_uk,1.708407e-05,1.708407e-05
alt__our,1.5740668e-05,1.5740668e-05
url__wc,1.4006683e-05,1.4006683e-05
origurl__jun,1.3721649e-05,1.3721649e-05
origurl__fools,1.3632528e-05,1.3632528e-05
alt__find,1.3502085e-05,1.3502085e-05
url__ad_gif,1.3340092e-05,1.3340092e-05
origurl__asp,1.3197426e-05,1.3197426e-05
alt__us,1.1826548e-05,1.1826548e-05
ancurl__links,1.1708658e-05,1.1708658e-05
url__site,1.1580616e-05,1.1580616e-05
origurl__westhollywood,1.1180808e-05,1.1180808e-05
origurl__teams,1.1075504e-05,1.1075504e-05
alt__graphic,1.0759733e-05,1.0759733e-05
url__cjackson_kandinsky,1.0759733e-05,1.0759733e-05
url__kandinsky_t,1.0759733e-05,1.0759733e-05
ancurl__kandinsky_p,1.0759733e-05,1.0759733e-05
url__kandinsky,1.0756728e-05,1.0756728e-05
ancurl__cjackson,1.065139e-05,1.065139e-05
ancurl__cjackson_kandinsky,1.065139e-05,1.065139e-05
ancurl__kandinsky,1.0644952e-05,1.0644952e-05
url__links,1.0606114e-05,1.0606114e-05
alt__my,9.635949e-06,9.635949e-06
caption__click,9.206728e-06,9.206728e-06
url__esi_image,8.914253e-06,8.914253e-06
origurl__tii,8.446385e-06,8.446385e-06
ancurl__tii,8.446385e-06,8.446385e-06
origurl__www_tkz_fh_rpl_de,8.446385e-06,8.446385e-06
url__tii,8.446385e-06,8.446385e-06
origurl__tii_tii,8.446385e-06,8.446385e-06
origurl__fh_rpl_de,8.446385e-06,8.446385e-06
url__valley_2539,8.384773e-06,8.384773e-06
ancurl__2fcgi,7.6086635e-06,7.6086635e-06
url__www_copymat_com,7.54002e-06,7.54002e-06
origurl__www_copymat_com,7.54002e-06,7.54002e-06
ancurl__www_copymat_com,7.54002e-06,7.54002e-06
url__copymat_com,7.54002e-06,7.54002e-06
origurl__copymat_com,7.54002e-06,7.54002e-06
ancurl__copymat_com,7.54002e-06,7.54002e-06
url__blue,7.4918557e-06,7.4918557e-06
caption__here,7.0802407e-06,7.0802407e-06
caption__click_here,7.07892e-06,7.07892e-06
url__bds_s,6.842456e-06,6.842456e-06
ancurl__www_2meta_com,6.1221012e-06,6.1221012e-06
url__2meta_com,6.1221012e-06,6.1221012e-06
ancurl__2meta_com,6.1221012e-06,6.1221012e-06
origurl__www_2meta_com,6.1221012e-06,6.1221012e-06
origurl__2meta_com,6.1221012e-06,6.1221012e-06
origurl__april,6.1221012e-06,6.1221012e-06
url__www_2meta_com,6.1221012e-06,6.1221012e-06
origurl__april_fools,6.1221012e-06,6.1221012e-06
origurl__zdnet_com,5.474456e-06,5.474456e-06
ancurl__gif_pk,5.44025e-06,5.44025e-06
url__img_ads,5.44025e-06,5.44025e-06
url__button_gif,5.305382e-06,5.305382e-06
ancurl__features,4.986702e-06,4.986702e-06
origurl__romance,4.7189615e-06,4.7189615e-06
alt__site,4.404765e-06,4.404765e-06
alt__from,4.1120343e-06,4.1120343e-06
url__msn_com,4.082472e-06,4.082472e-06
url__enchantedforest,4.0390396e-06,4.0390396e-06
ancurl__msn_com__dup1,4.0213963e-06,4.0213963e-06
alt__search,3.6317274e-06,3.6317274e-06
ancurl__forums,3.5200455e-06,3.5200455e-06
alt__forums,3.5200455e-06,3.5200455e-06
url__forums,3.3333306e-06,3.3333306e-06
url__auto,3.1711613e-06,3.1711613e-06
url__generated,3.1711613e-06,3.1711613e-06
url__generated_images,3.1711613e-06,3.1711613e-06
url__images_img,3.1711613e-06,3.1711613e-06
url__auto_generated,3.1711613e-06,3.1711613e-06
url__assets_auto,3.1711613e-06,3.1711613e-06
url__www_truluck_com,3.1535462e-06,3.1535462e-06
url__truluck_com,3.1535462e-06,3.1535462e-06
origurl__truluck_com,3.1535462e-06,3.1535462e-06
origurl__www_truluck_com,3.1535462e-06,3.1535462e-06
ancurl__enchantedforest,2.9354426e-06,2.9354426e-06
origurl__hevern,2.922146e-06,2.922146e-06
origurl__maple_lemoyne_edu,2.922146e-06,2.922146e-06
origurl__psychref,2.922146e-06,2.922146e-06
origurl__lemoyne_edu,2.922146e-06,2.922146e-06
origurl__psychref_html,2.922146e-06,2.922146e-06
origurl__hevern_psychref,2.922146e-06,2.922146e-06
caption__in,2.8617605e-06,2.8617605e-06
ancurl__www_truluck_com,2.79815e-06,2.79815e-06
ancurl__truluck_com,2.79815e-06,2.79815e-06
ancurl__ran_org,2.6190357e-06,2.6190357e-06
url__ran,2.6190357e-06,2.6190357e-06
origurl__ran_org,2.6190357e-06,2.6190357e-06
url__ran_org,2.6190357e-06,2.6190357e-06
ancurl__www_ran_org,2.6190357e-06,2.6190357e-06
origurl__www_ran_org,2.6190357e-06,2.6190357e-06
url__www_ran_org,2.6190357e-06,2.6190357e-06
origurl__ran,2.6190357e-06,2.6190357e-06
origurl__ibitexas_com,2.607913e-06,2.607913e-06
url__www_ibitexas_com,2.607913e-06,2.607913e-06
url__ibitexas_com,2.607913e-06,2.607913e-06
origurl__www_ibitexas_com,2.607913e-06,2.607913e-06
ancurl__ran,2.5848315e-06,2.5848315e-06
url__ran_gifs,2.5848315e-06,2.5848315e-06
url__www_icgnet_com,2.4324247e-06,2.4324247e-06
url__romancebooks_pix,2.4324247e-06,2.4324247e-06
url__icgnet_com,2.4324247e-06,2.4324247e-06
url__romancebooks,2.4324247e-06,2.4324247e-06
origurl__romancebooks,2.4324247e-06,2.4324247e-06
origurl__icgnet_com,2.4324247e-06,2.4324247e-06
origurl__www_icgnet_com,2.4324247e-06,2.4324247e-06
ancurl__about,2.1857365e-06,2.1857365e-06
caption__my,2.0695343e-06,2.0695343e-06
origurl__vt_edu,1.8229446e-06,1.8229446e-06
ancurl__vt_edu,1.8229446e-06,1.8229446e-06
url__vt_edu,1.8229446e-06,1.8229446e-06
ancurl__it,1.8175475e-06,1.8175475e-06
url__infoserver_etl_vt_edu,1.8175475e-06,1.8175475e-06
url__it,1.8175475e-06,1.8175475e-06
origurl__it,1.8175475e-06,1.8175475e-06
origurl__infoserver_etl_vt_edu,1.8175475e-06,1.8175475e-06
ancurl__infoserver_etl_vt_edu,1.8175475e-06,1.8175475e-06
url__www_autotown_com,1.8161219e-06,1.8161219e-06
ancurl__autotown_com,1.8161219e-06,1.8161219e-06
ancurl__www_autotown_com,1.8161219e-06,1.8161219e-06
origurl__www_MeissnerChevrolet_autotown_com,1.8161219e-06,1.8161219e-06
url__autotown_com,1.8161219e-06,1.8161219e-06
origurl__autotown_com,1.8161219e-06,1.8161219e-06
origurl__martnet_com,1.7957209e-06,1.7957209e-06
url__martnet_com,1.7957209e-06,1.7957209e-06
url__martnet_images,1.7957209e-06,1.7957209e-06
url__martnet,1.7957209e-06,1.7957209e-06
url__www_martnet_com,1.7957209e-06,1.7957209e-06
origurl__www_martnet_com,1.7957209e-06,1.7957209e-06
ancurl__martnet,1.669519e-06,1.669519e-06
ancurl__martnet_com,1.5889566e-06,1.5889566e-06
ancurl__www_martnet_com,1.5889566e-06,1.5889566e-06
alt__what,1.3897433e-06,1.3897433e-06
alt__book,1.3767514e-06,1.3767514e-06
ancurl__www_slake_com,1.0447541e-06,1.0447541e-06
url__slake_com,1.0447541e-06,1.0447541e-06
origurl__www_slake_com,1.0447541e-06,1.0447541e-06
ancurl__slake_com,1.0447541e-06,1.0447541e-06
origurl__slake_com,1.0447541e-06,1.0447541e-06
url__www_slake_com,1.0447541e-06,1.0447541e-06
origurl__tripod_com,1.0319121e-06,1.0319121e-06
url__tripod_com,1.0319121e-06,1.0319121e-06
origurl__members_tripod_com,1.0319121e-06,1.0319121e-06
url__members_tripod_com,1.0319121e-06,1.0319121e-06
origurl__title,1.0295564e-06,1.0295564e-06
ancurl__click_runid,9.677668e-07,9.677668e-07
origurl__home_html,9.302899e-07,9.302899e-07
ancurl__www_yahoo_com,8.475789e-07,8.475789e-07
ancurl__yahoo_com,8.475789e-07,8.475789e-07
url__zueri_ch,8.3460884e-07,8.3460884e-07
ancurl__zueri_ch,8.3460884e-07,8.3460884e-07
origurl__zueri_ch,8.3460884e-07,8.3460884e-07
ancurl__top,7.77457e-07,7.77457e-07
ancurl__www_icgnet_com,6.953867e-07,6.953867e-07
url__pix_b,6.953867e-07,6.953867e-07
ancurl__icgnet_com,6.953867e-07,6.953867e-07
ancurl__romancebooks,6.953867e-07,6.953867e-07
alt__award,6.592978e-07,6.592978e-07
url__info,6.557163e-07,6.557163e-07
origurl__e_html,5.41745e-07,5.41745e-07
alt__services,5.177334e-07,5.177334e-07
origurl__ora_com,4.876294e-07,4.876294e-07
url__images_oso,4.876294e-07,4.876294e-07
url__website_ora_com,4.876294e-07,4.876294e-07
origurl__website_ora_com,4.876294e-07,4.876294e-07
ancurl__ora_com,4.876294e-07,4.876294e-07
url__oso,4.876294e-07,4.876294e-07
url__ora_com,4.876294e-07,4.876294e-07
caption__your,4.8758153e-07,4.8758153e-07
origurl__fr,4.6120442e-07,4.6120442e-07
ancurl__ibitexas_com,4.5685724e-07,4.5685724e-07
ancurl__www_ibitexas_com,4.5685724e-07,4.5685724e-07
url__geoguideii,3.4510947e-07,3.4510947e-07
url__images_geoguideii,3.4510947e-07,3.4510947e-07
origurl__2539_index,3.1056388e-07,3.1056388e-07
origurl__valley_2539,3.1056388e-07,3.1056388e-07
ancurl__news,3.009776e-07,3.009776e-07
url__top,2.8238082e-07,2.8238082e-07
origurl__link,2.7824038e-07,2.7824038e-07
ancurl__services,2.7151106e-07,2.7151106e-07
alt__next_site,2.1358271e-07,2.1358271e-07
url__users,1.8809315e-07,1.8809315e-07
ancurl__gallery,1.6814357e-07,1.6814357e-07
origurl__autopen_com,1.6662288e-07,1.6662288e-07
origurl__www_autopen_com,1.6662288e-07,1.6662288e-07
ancurl__go,1.638724e-07,1.638724e-07
origurl__carousel_org,1.6095827e-07,1.6095827e-07
url__www_carousel_org,1.6095827e-07,1.6095827e-07
origurl__www_carousel_org,1.6095827e-07,1.6095827e-07
url__carousel_org,1.6095827e-07,1.6095827e-07
url__cmp,1.4608351e-07,1.4608351e-07
url__geoguideii_forums,1.374844e-07,1.374844e-07
ancurl__features_forums,1.374844e-07,1.374844e-07
alt__cool,1.3578318e-07,1.3578318e-07
caption__page,1.3116114e-07,1.3116114e-07
ancurl__webring_home,1.1786944e-07,1.1786944e-07
ancurl__home_ring,1.1786944e-07,1.1786944e-07
url__derived,1.1403077e-07,1.1403077e-07
ancurl__member,1.1120264e-07,1.1120264e-07
origurl__plato,1.0785523e-07,1.0785523e-07
origurl__afn47757_plato,1.0785523e-07,1.0785523e-07
origurl__plato_htm,1.0785523e-07,1.0785523e-07
alt__club,1.0416672e-07,1.0416672e-07
ancurl__new,9.8306366e-08,9.8306366e-08
origurl__shtml,9.39405e-08,9.39405e-08
url__w_gif,9.040904e-08,9.040904e-08
ancurl__afn47757,8.7324466e-08,8.7324466e-08
url__b_gif,8.2421515e-08,8.2421515e-08
url__meadows_9196,8.081997e-08,8.081997e-08
url__heartland_meadows,8.081997e-08,8.081997e-08
url__meadows,8.081997e-08,8.081997e-08
ancurl__emailbox,7.968097e-08,7.968097e-08
ancurl__xmission_com,7.968097e-08,7.968097e-08
ancurl__www_xmission_com,7.968097e-08,7.968097e-08
origurl__roll_com,6.2152296e-08,6.2152296e-08
origurl__top,6.2152296e-08,6.2152296e-08
origurl__www_rock_n_roll_com,6.2152296e-08,6.2152296e-08
alt__chat,5.66775e-08,5.66775e-08
ancurl__kat001,5.6673233e-08,5.6673233e-08
ancurl__ring_kat001,5.6673233e-08,5.6673233e-08
url__geoguideii_chat,5.5067993e-08,5.5067993e-08
url__chat,5.5067993e-08,5.5067993e-08
alt__back,5.0077524e-08,5.0077524e-08
ancurl__geoguide_geoguide,4.4137185e-08,4.4137185e-08
ancurl__geoguide,4.4105295e-08,4.4105295e-08
ancurl__bin_geoguide,4.4105295e-08,4.4105295e-08
alt__picture,4.1951765e-08,4.1951765e-08
origurl__forum,3.974576e-08,3.974576e-08
url__forum,3.974576e-08,3.974576e-08
origurl__forum_8078,3.974576e-08,3.974576e-08
origurl__8078_home,3.974576e-08,3.974576e-08
url__forum_8078,3.974576e-08,3.974576e-08
origurl__athens_forum,3.974576e-08,3.974576e-08
url__athens_forum,3.974576e-08,3.974576e-08
ancurl__ads,2.8643491e-08,2.8643491e-08
ancurl__carousel_org,2.787625e-08,2.787625e-08
ancurl__www_carousel_org,2.787625e-08,2.787625e-08
url__tkaine_rings,2.7465433e-08,2.7465433e-08
url__rings,2.7465433e-08,2.7465433e-08
origurl__athens,2.6031657e-08,2.6031657e-08
url__forums_b,2.3068347e-08,2.3068347e-08
alt__links,2.302993e-08,2.302993e-08
alt__products,2.1106654e-08,2.1106654e-08
ancurl__de,2.1052642e-08,2.1052642e-08
origurl__www_123greetings_com,2.0952397e-08,2.0952397e-08
url__www_123greetings_com,2.0952397e-08,2.0952397e-08
origurl__events_aprilfoolsday,2.0952397e-08,2.0952397e-08
origurl__123greetings_com,2.0952397e-08,2.0952397e-08
ancurl__www_123greetings_com,2.0952397e-08,2.0952397e-08
ancurl__123greetings_com,2.0952397e-08,2.0952397e-08
origurl__aprilfoolsday,2.0952397e-08,2.0952397e-08
url__123greetings_com,2.0952397e-08,2.0952397e-08
origurl__events,2.0952397e-08,2.0952397e-08
url__geoguideii_search,1.920098e-08,1.920098e-08
ancurl__pics,1.7077147e-08,1.7077147e-08
origurl__mogwhi_htm,1.6850892e-08,1.6850892e-08
origurl__mogwhi,1.6850892e-08,1.6850892e-08
origurl__tkaine_mogwhi,1.6850892e-08,1.6850892e-08
url__geoguideii_tour,1.5572434e-08,1.5572434e-08
alt__take_a,1.5572434e-08,1.5572434e-08
alt__a_tour,1.5572434e-08,1.5572434e-08
ancurl__geoguide_tour,1.5572434e-08,1.5572434e-08
ancurl__tour,1.5572434e-08,1.5572434e-08
ancurl__tour_member,1.5572434e-08,1.5572434e-08
url__chat_b,1.2202164e-08,1.2202164e-08
url__www_FlowSoft_com,1.1328787e-08,1.1328787e-08
url__cmp_flowsoft010,1.1328787e-08,1.1328787e-08
url__FlowSoft_com,1.1328787e-08,1.1328787e-08
ancurl__FlowSoft_com,1.1328787e-08,1.1328787e-08
origurl__www_FlowSoft_com,1.1328787e-08,1.1328787e-08
url__flowsoft010,1.1328787e-08,1.1328787e-08
origurl__FlowSoft_com,1.1328787e-08,1.1328787e-08
ancurl__www_FlowSoft_com,1.1328787e-08,1.1328787e-08
url__tour,6.498829e-09,6.498829e-09
alt__tour,6.498829e-09,6.498829e-09
url__search_b,5.7842398e-09,5.7842398e-09
url__htm_cmp,5.123189e-09,5.123189e-09
origurl__links,4.8157687e-09,4.8157687e-09
url__geoguideii_nh,4.7893e-09,4.7893e-09
url__nh,4.7893e-09,4.7893e-09
origurl__area51_vault,4.708611e-09,4.708611e-09
origurl__vault_3440,4.708611e-09,4.708611e-09
origurl__vault,4.708611e-09,4.708611e-09
ancurl__area51_corridor,4.702954e-09,4.702954e-09
ancurl__corridor,4.702954e-09,4.702954e-09
url__area51_corridor,4.684368e-09,4.684368e-09
url__corridor,4.684368e-09,4.684368e-09
url__images_buttons,4.6348223e-09,4.6348223e-09
origurl__links_nf,4.082606e-09,4.082606e-09
url__ar,4.082606e-09,4.082606e-09
origurl__links_carousel,4.082606e-09,4.082606e-09
origurl__carousel,4.082606e-09,4.082606e-09
origurl__carousel_links,4.082606e-09,4.082606e-09
origurl__nf_htm,4.082606e-09,4.082606e-09
origurl__nf,4.082606e-09,4.082606e-09
url__geoguideii_logo,3.821455e-09,3.821455e-09
origurl__linda,3.775437e-09,3.775437e-09
origurl__tkaine_linda,3.775437e-09,3.775437e-09
origurl__linda_htm,3.775437e-09,3.775437e-09
alt__romance,3.2479202e-09,3.2479202e-09
ancurl__athens_8774,3.2289569e-09,3.2289569e-09
alt__rank_my,2.7211466e-09,2.7211466e-09
ancurl__rank,2.7211466e-09,2.7211466e-09
url__geoguideii_rank,2.7211466e-09,2.7211466e-09
alt__my_site,2.7211466e-09,2.7211466e-09
url__rank,2.7211466e-09,2.7211466e-09
